INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
262001066,3115,,INVESTIGATE PERSON,D4,273,0,2026-01-05 11:56:00+00,2026,1,Monday   ,11,,NORTHAMPTON ST,42.33665003,-71.07841089,"(42.336650030868405, -71.07841089125515)"
262001065,3115,,INVESTIGATE PERSON,C6,914,0,2026-01-05 11:57:00+00,2026,1,Monday   ,11,,DR. MICHAEL GAVIN WAY,42.3261451,-71.05349195,"(42.32614510350161, -71.05349195045416)"
262001159,613,,LARCENY SHOPLIFTING,D4,146,0,2026-01-05 11:59:00+00,2026,1,Monday   ,11,,"HUNTINGTON AVE & HUNTINGTON AVE
BOSTON, MA 02116
U",42.34742959,-71.07743652,"(42.34742958589931, -71.07743652175138)"
262001072,801,,ASSAULT - SIMPLE,B2,288,0,2026-01-05 12:00:00+00,2026,1,Monday   ,12,,WASHINGTON ST,42.32925861,-71.08482459,"(42.329258605854264, -71.0848245909045)"
262001389,3114,,INVESTIGATE PROPERTY,B2,328,0,2026-01-05 12:00:00+00,2026,1,Monday   ,12,,FERNBORO ST,42.31129542,-71.07728329,"(42.311295416005635, -71.0772832879357)"
262001076,3201,,PROPERTY - LOST/ MISSING,B2,297,0,2026-01-05 12:05:00+00,2026,1,Monday   ,12,,ROCKLAND ST,42.32224155,-71.08432723,"(42.32224154731749, -71.08432722784248)"
262001080,423,,ASSAULT - AGGRAVATED,B3,422,0,2026-01-05 12:09:00+00,2026,1,Monday   ,12,,RIVER ST,42.27132319,-71.08183578,"(42.271323191462486, -71.08183578312256)"
262001073,423,,ASSAULT - AGGRAVATED,B2,309,0,2026-01-05 12:16:00+00,2026,1,Monday   ,12,,WARREN ST,42.31993251,-71.08157454,"(42.31993250724384, -71.08157453550935)"
262001068,423,,ASSAULT - AGGRAVATED,C11,403,0,2026-01-05 12:16:00+00,2026,1,Monday   ,12,,DORCHESTER AVE,42.28091664,-71.06565484,"(42.280916640491135, -71.06565484196797)"
262001110,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,61,0,2026-01-05 12:20:00+00,2026,1,Monday   ,12,,CAUSEWAY ST,42.36537432,-71.06154205,"(42.365374320180834, -71.06154205203151)"
262001081,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,171,0,2026-01-05 12:32:00+00,2026,1,Monday   ,12,,HARRISON AVE,42.33511858,-71.07491763,"(42.33511858345708, -71.07491763094332)"
262001079,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,619,0,2026-01-05 12:34:00+00,2026,1,Monday   ,12,,MASSACHUSETTS AVE,42.34439524,-71.0863207,"(42.34439524224023, -71.08632070314752)"
262001084,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,130,0,2026-01-05 12:34:00+00,2026,1,Monday   ,12,,BOYLSTON ST,42.34980129,-71.07841029,"(42.349801292558446, -71.07841028987967)"
262001077,1831,,SICK ASSIST,E13,654,0,2026-01-05 12:37:00+00,2026,1,Monday   ,12,,POND ST,42.30965591,-71.12944097,"(42.3096559135275, -71.12944097205322)"
262001083,423,,ASSAULT - AGGRAVATED,D4,172,0,2026-01-05 12:51:00+00,2026,1,Monday   ,12,,ALBANY ST,42.33428795,-71.07239571,"(42.334287947313456, -71.07239570643029)"
262001085,1831,,SICK ASSIST,A1,103,0,2026-01-05 12:53:00+00,2026,1,Monday   ,12,,SCHOOL ST,42.35754572,-71.05881998,"(42.35754572009958, -71.05881998053582)"
262001115,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,167,0,2026-01-05 13:00:00+00,2026,1,Monday   ,13,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262001090,1831,,SICK ASSIST,E13,574,0,2026-01-05 13:15:00+00,2026,1,Monday   ,13,,WASHINGTON ST,42.30971815,-71.10429498,"(42.30971815419562, -71.10429497557632)"
262001111,1831,,SICK ASSIST,E18,940,0,2026-01-05 13:23:00+00,2026,1,Monday   ,13,,GARFIELD AVE,42.24448225,-71.11899293,"(42.24448225252297, -71.11899292879615)"
262001094,3301,,VERBAL DISPUTE,E13,577,0,2026-01-05 13:23:00+00,2026,1,Monday   ,13,,WASHINGTON ST,42.31408477,-71.09998749,"(42.31408476889529, -71.09998748860835)"
262001135,619,,LARCENY ALL OTHERS,B2,313,0,2026-01-05 13:28:00+00,2026,1,Monday   ,13,,WABON ST,42.31441178,-71.0853045,"(42.31441177997306, -71.08530450219742)"
262001096,3114,,INVESTIGATE PROPERTY,B2,237,0,2026-01-05 13:42:00+00,2026,1,Monday   ,13,,ELDER ST,42.32048521,-71.06398988,"(42.320485208510945, -71.06398988096836)"
262001089,3115,,INVESTIGATE PERSON,C6,200,0,2026-01-05 13:50:00+00,2026,1,Monday   ,13,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262001120,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,149,0,2026-01-05 13:54:00+00,2026,1,Monday   ,13,,COLUMBUS AVE,42.34347653,-71.078228,"(42.343476529502546, -71.07822799757305)"
262001113,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,271,0,2026-01-05 14:00:00+00,2026,1,Monday   ,14,,"MASSACHUSETTS AVE & HARRISON AVE
BOSTON, MA 02118
",42.33491451,-71.07518548,"(42.33491450709919, -71.07518547634689)"
262001121,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,417,0,2026-01-05 14:01:00+00,2026,1,Monday   ,14,,FULLER ST,42.28154343,-71.07350607,"(42.28154342976315, -71.07350607260335)"
262001107,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,766,0,2026-01-05 14:02:00+00,2026,1,Monday   ,14,,"RIVERVIEW RD & PARSONS ST
BRIGHTON, MA 02135
UNITE",42.35728863,-71.1575687,"(42.35728862527629, -71.15756869878706)"
262001104,1831,,SICK ASSIST,C6,172,0,2026-01-05 14:15:00+00,2026,1,Monday   ,14,,"BRADSTON ST & SOUTHAMPTON ST
ROXBURY, MA 02118
UNI",42.33235356,-71.07138756,"(42.332353561218184, -71.07138755886585)"
262001117,3006,,SICK/INJURED/MEDICAL - PERSON,C11,402,0,2026-01-05 14:22:00+00,2026,1,Monday   ,14,,DORCHESTER AVE,42.28525978,-71.06444125,"(42.285259775052346, -71.06444125443188)"
262001154,1831,,SICK ASSIST,C6,177,0,2026-01-05 14:23:00+00,2026,1,Monday   ,14,,MASSACHUSETTS AVE,42.33152102,-71.0708536,"(42.33152102171209, -71.07085359964749)"
262001338,1102,,FRAUD - FALSE PRETENSE / SCHEME,A1,77,0,2026-01-05 14:30:00+00,2026,1,Monday   ,14,,SUDBURY ST,,,
262001124,2905,,VAL - VIOLATION OF AUTO LAW,B3,440,0,2026-01-05 14:38:00+00,2026,1,Monday   ,14,,"BLUE HILL AVE & HARVARD ST
DORCHESTER, MA 02124
UN",42.29443659,-71.08816961,"(42.29443659108301, -71.08816960989459)"
262001127,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6,214,0,2026-01-05 14:49:00+00,2026,1,Monday   ,14,,W BROADWAY,42.3361115,-71.04665481,"(42.336111501898934, -71.04665481129499)"
262001119,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,326,0,2026-01-05 14:50:00+00,2026,1,Monday   ,14,,LAWRENCE AVE,42.31286632,-71.07841647,"(42.31286631541225, -71.07841646633521)"
262001134,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,C11,384,0,2026-01-05 14:54:00+00,2026,1,Monday   ,14,,"BELTON ST & MILTON ST
DORCHESTER, MA 02124
UNITED ",42.28161447,-71.04947057,"(42.28161446959041, -71.04947056964541)"
262001142,1831,,SICK ASSIST,A7,26,0,2026-01-05 14:56:00+00,2026,1,Monday   ,14,,MERIDIAN ST,42.37594418,-71.03911822,"(42.3759441792169, -71.03911821939273)"
262001125,1001,,FORGERY / COUNTERFEITING,B3,456,0,2026-01-05 14:57:00+00,2026,1,Monday   ,14,,FOWLER ST,42.30085887,-71.0812887,"(42.30085886700174, -71.08128870322241)"
262001129,3114,,INVESTIGATE PROPERTY,E5,691,0,2026-01-05 15:03:00+00,2026,1,Monday   ,15,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
262001158,3115,,INVESTIGATE PERSON,B2,291,0,2026-01-05 15:07:00+00,2026,1,Monday   ,15,,CENTRE PL,42.32921621,-71.09475259,"(42.329216213899265, -71.09475259247274)"
262001157,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,146,0,2026-01-05 15:12:00+00,2026,1,Monday   ,15,,HUNTINGTON AVE,42.34665863,-71.0799802,"(42.34665863177951, -71.07998019672416)"
262001189,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2026-01-05 15:15:00+00,2026,1,Monday   ,15,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
262001161,3410,,TOWED MOTOR VEHICLE,B3,945,0,2026-01-05 15:40:00+00,2026,1,Monday   ,15,,STRATTON ST,42.29017389,-71.08808591,"(42.29017388811972, -71.08808591343306)"
262001160,1831,,SICK ASSIST,B3,477,0,2026-01-05 15:40:00+00,2026,1,Monday   ,15,,STONECREST RD,42.27723755,-71.10626753,"(42.27723754842623, -71.10626753309995)"
262001141,801,,ASSAULT - SIMPLE,D4,162,0,2026-01-05 15:41:00+00,2026,1,Monday   ,15,,"HERALD ST & WASHINGTON ST
BOSTON, MA 02118
UNITED ",42.34663057,-71.06457748,"(42.346630569783926, -71.06457747756808)"
262001149,3301,,VERBAL DISPUTE,E18,517,0,2026-01-05 15:44:00+00,2026,1,Monday   ,15,,TYLER ST,42.24503286,-71.12355062,"(42.24503285998942, -71.12355062105372)"
262001415,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2026-01-05 16:00:00+00,2026,1,Monday   ,16,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262001140,3114,,INVESTIGATE PROPERTY,A1,61,0,2026-01-05 16:01:00+00,2026,1,Monday   ,16,,LEGENDS WAY,42.36643499,-71.06135456,"(42.366434986750676, -71.06135455979765)"
262001145,2905,,VAL - VIOLATION OF AUTO LAW,B2,305,0,2026-01-05 16:11:00+00,2026,1,Monday   ,16,,"DALE ST & OBIERNE PL
ROXBURY, MA 02119
UNITED STAT",42.32312055,-71.08919964,"(42.32312055026645, -71.08919963804163)"
262001148,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B3,444,0,2026-01-05 16:20:00+00,2026,1,Monday   ,16,,BLUE HILL AVE,42.29576337,-71.08756067,"(42.295763369154415, -71.08756067038517)"
262001153,613,,LARCENY SHOPLIFTING,E18,503,0,2026-01-05 16:33:00+00,2026,1,Monday   ,16,,AMERICAN LEGION HWY,42.28446703,-71.11183162,"(42.28446702725964, -71.11183161880535)"
262001164,2907,,VAL - OPERATING AFTER REV/SUSP.,A7,12,0,2026-01-05 16:37:00+00,2026,1,Monday   ,16,,"ADDISON ST & WILLIAM F MCCLELLAN HWY
EAST BOSTON, ",42.3860565,-71.01932825,"(42.38605649881854, -71.01932824892168)"
262001150,3115,,INVESTIGATE PERSON,E18,520,0,2026-01-05 16:42:00+00,2026,1,Monday   ,16,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
262001151,3115,,INVESTIGATE PERSON,E18,520,0,2026-01-05 16:43:00+00,2026,1,Monday   ,16,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
262001152,3114,,INVESTIGATE PROPERTY,E18,520,0,2026-01-05 16:44:00+00,2026,1,Monday   ,16,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
262001162,3410,,TOWED MOTOR VEHICLE,A7,8,0,2026-01-05 16:47:00+00,2026,1,Monday   ,16,,GLADSTONE ST,42.38914302,-71.00166098,"(42.38914301665499, -71.00166098227889)"
262001163,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,962,0,2026-01-05 16:52:00+00,2026,1,Monday   ,16,,W DEDHAM ST,42.34186719,-71.07272266,"(42.34186719018027, -71.07272266203691)"
262001155,3115,,INVESTIGATE PERSON,E18,484,0,2026-01-05 16:52:00+00,2026,1,Monday   ,16,,POYDRAS ST,42.26185702,-71.10659496,"(42.261857022186234, -71.1065949593977)"
262001170,3501,,MISSING PERSON,E13,307,0,2026-01-05 16:56:00+00,2026,1,Monday   ,16,,WESTMINSTER AVE,42.31668026,-71.09638949,"(42.31668025783704, -71.0963894887495)"
262001176,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,111,0,2026-01-05 17:00:00+00,2026,1,Monday   ,17,,TREMONT ST,42.35594191,-71.06258379,"(42.35594191306203, -71.06258379228247)"
262001351,613,,LARCENY SHOPLIFTING,D4,146,0,2026-01-05 17:00:00+00,2026,1,Monday   ,17,,"HUNTINGTON AVE & HUNTINGTON AVE
BOSTON, MA 02116
U",42.34742959,-71.07743652,"(42.34742958589931, -71.07743652175138)"
262001215,3115,,INVESTIGATE PERSON,A7,23,0,2026-01-05 17:00:00+00,2026,1,Monday   ,17,,MARION ST,42.37695008,-71.03646511,"(42.37695007636337, -71.03646511008854)"
262001165,3801,,M/V ACCIDENT - OTHER,E5,711,0,2026-01-05 17:09:00+00,2026,1,Monday   ,17,,WASHINGTON ST,42.26643534,-71.15155503,"(42.26643533695692, -71.15155502518918)"
262001168,3301,,VERBAL DISPUTE,A1,104,0,2026-01-05 17:21:00+00,2026,1,Monday   ,17,,WASHINGTON ST,42.35648583,-71.0592819,"(42.35648582614597, -71.05928190137298)"
262001179,1831,,SICK ASSIST,C11,360,0,2026-01-05 17:27:00+00,2026,1,Monday   ,17,,PAISLEY PARK,42.29707456,-71.06381477,"(42.29707455538463, -71.06381477064028)"
262001208,1831,,SICK ASSIST,A1,110,0,2026-01-05 17:28:00+00,2026,1,Monday   ,17,,HIGH ST,42.35563763,-71.0536036,"(42.35563762589608, -71.05360359749352)"
262001432,1831,,SICK ASSIST,C6,177,0,2026-01-05 17:30:00+00,2026,1,Monday   ,17,,MASSACHUSETTS AVE,42.33152102,-71.0708536,"(42.33152102171209, -71.07085359964749)"
262001169,1831,,SICK ASSIST,B2,304,0,2026-01-05 17:39:00+00,2026,1,Monday   ,17,,DIMOCK ST,42.31949737,-71.09707414,"(42.31949736736938, -71.09707413709573)"
262001185,619,,LARCENY ALL OTHERS,C6,200,0,2026-01-05 17:40:00+00,2026,1,Monday   ,17,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262001190,3115,,INVESTIGATE PERSON,E13,579,0,2026-01-05 17:42:00+00,2026,1,Monday   ,17,,CENTRE ST,42.32287371,-71.10155416,"(42.32287371485583, -71.10155415776067)"
262001181,2905,,VAL - VIOLATION OF AUTO LAW,E18,507,0,2026-01-05 17:45:00+00,2026,1,Monday   ,17,,HYDE PARK AVE,42.28595159,-71.11880349,"(42.285951591808896, -71.11880348797358)"
262001191,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,249,0,2026-01-05 17:50:00+00,2026,1,Monday   ,17,,SAXTON ST,42.31359043,-71.05432441,"(42.31359042922855, -71.05432440699585)"
262001178,2905,,VAL - VIOLATION OF AUTO LAW,C11,236,0,2026-01-05 17:50:00+00,2026,1,Monday   ,17,,COLUMBIA RD,42.32008224,-71.06039492,"(42.320082237610436, -71.06039492319204)"
262001193,801,,ASSAULT - SIMPLE,E13,570,0,2026-01-05 17:56:00+00,2026,1,Monday   ,17,,WASHINGTON ST,42.30859862,-71.10539263,"(42.30859861734287, -71.10539263397384)"
262001184,423,,ASSAULT - AGGRAVATED,A1,82,0,2026-01-05 17:57:00+00,2026,1,Monday   ,17,,COMMERCIAL ST,42.36758871,-71.05758882,"(42.36758871279803, -71.05758882270084)"
262001186,613,,LARCENY SHOPLIFTING,B3,428,0,2026-01-05 17:58:00+00,2026,1,Monday   ,17,,MORTON ST,42.28187017,-71.0875122,"(42.28187017401512, -71.08751220128951)"
262001183,1831,,SICK ASSIST,D4,172,0,2026-01-05 18:10:00+00,2026,1,Monday   ,18,,MASSACHUSETTS AVE,42.33287804,-71.07240753,"(42.33287804156801, -71.07240753288302)"
262001195,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D4,171,0,2026-01-05 18:15:00+00,2026,1,Monday   ,18,,ALBANY ST,42.33428795,-71.07239571,"(42.334287947313456, -71.07239570643029)"
262001188,617,,LARCENY THEFT FROM BUILDING,A7,16,0,2026-01-05 18:25:00+00,2026,1,Monday   ,18,,E EAGLE ST,42.38132453,-71.02804042,"(42.38132453142911, -71.02804042233107)"
262001206,613,,LARCENY SHOPLIFTING,D4,141,0,2026-01-05 18:28:00+00,2026,1,Monday   ,18,,NEWBURY ST,42.34840532,-71.08688392,"(42.34840532084056, -71.08688391940139)"
262001199,613,,LARCENY SHOPLIFTING,A1,112,0,2026-01-05 18:30:00+00,2026,1,Monday   ,18,,WASHINGTON ST,42.35512291,-71.06088026,"(42.35512291409929, -71.06088025712485)"
262001201,616,,LARCENY THEFT OF BICYCLE,D4,170,0,2026-01-05 18:37:00+00,2026,1,Monday   ,18,,WASHINGTON ST,42.3367497,-71.07662841,"(42.33674970032857, -71.07662841437093)"
262001211,1402,,VANDALISM,B3,439,0,2026-01-05 18:40:00+00,2026,1,Monday   ,18,,BERNARD ST,42.29127633,-71.0792074,"(42.29127633225426, -71.0792074004567)"
262001194,1402,,VANDALISM,A7,16,0,2026-01-05 18:45:00+00,2026,1,Monday   ,18,,E EAGLE ST,42.38132453,-71.02804042,"(42.38132453142911, -71.02804042233107)"
262001207,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,A1,113,0,2026-01-05 18:51:00+00,2026,1,Monday   ,18,,"ARCH ST & SUMMER ST
BOSTON, MA 02111
UNITED STATES",42.35443854,-71.05907543,"(42.35443853586854, -71.05907543253093)"
262001196,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,26,0,2026-01-05 18:51:00+00,2026,1,Monday   ,18,,"WHITE ST & MERIDIAN ST
EAST BOSTON, MA 02128
UNITE",42.38054049,-71.0392494,"(42.38054049227736, -71.03924940204726)"
262001202,2907,,VAL - OPERATING AFTER REV/SUSP.,A15,37,0,2026-01-05 18:57:00+00,2026,1,Monday   ,18,,"RUTHERFORD AVE & ALFORD ST
CHARLESTOWN, MA 02129
U",42.38736954,-71.07250147,"(42.387369538618316, -71.07250146751271)"
262001217,2657,,VIOLATION - CITY ORDINANCE,B2,238,0,2026-01-05 19:00:00+00,2026,1,Monday   ,19,,DUDLEY ST,42.31768534,-71.06656275,"(42.31768534004802, -71.0665627450243)"
262001219,613,,LARCENY SHOPLIFTING,B2,603,0,2026-01-05 19:10:00+00,2026,1,Monday   ,19,,TREMONT ST,42.33380642,-71.10377903,"(42.33380641504081, -71.10377903286623)"
262001229,1831,,SICK ASSIST,B2,281,0,2026-01-05 19:18:00+00,2026,1,Monday   ,19,,GREENVILLE ST,42.32821908,-71.08082824,"(42.328219075002934, -71.0808282414941)"
262001213,617,,LARCENY THEFT FROM BUILDING,C11,460,0,2026-01-05 19:25:00+00,2026,1,Monday   ,19,,COLUMBIA RD,42.3057742,-71.07948067,"(42.30577420483422, -71.07948067223418)"
262001221,1831,,SICK ASSIST,D4,962,0,2026-01-05 19:27:00+00,2026,1,Monday   ,19,,W DEDHAM ST,42.34186719,-71.07272266,"(42.34186719018027, -71.07272266203691)"
262001214,3502,,MISSING PERSON - LOCATED,C11,347,0,2026-01-05 19:32:00+00,2026,1,Monday   ,19,,LYON ST,42.30638275,-71.06021274,"(42.30638275475506, -71.06021274307446)"
262001225,801,,ASSAULT - SIMPLE,B3,464,0,2026-01-05 19:36:00+00,2026,1,Monday   ,19,,HANSBOROUGH ST,42.28810319,-71.09153403,"(42.28810318835003, -71.09153402789212)"
262001223,3207,,PROPERTY - FOUND,A1,77,0,2026-01-05 19:42:00+00,2026,1,Monday   ,19,,SUDBURY ST,,,
262001230,3007,,SUDDEN DEATH,B3,565,0,2026-01-05 20:04:00+00,2026,1,Monday   ,20,,CATBIRD CT,42.28813633,-71.09475816,"(42.28813633192333, -71.09475815728958)"
262001232,3115,,INVESTIGATE PERSON,C6,913,0,2026-01-05 20:06:00+00,2026,1,Monday   ,20,,BEACH POINT PL,42.31887531,-71.03999524,"(42.318875306347145, -71.0399952350724)"
262001237,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E5,561,0,2026-01-05 20:10:00+00,2026,1,Monday   ,20,,PROSPECT AVE,42.28420508,-71.12152977,"(42.28420507852999, -71.1215297719002)"
262001321,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2026-01-05 20:30:00+00,2026,1,Monday   ,20,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
262001238,3803,,M/V ACCIDENT - PERSONAL INJURY,C6,191,0,2026-01-05 20:33:00+00,2026,1,Monday   ,20,,"DORCHESTER AVE & PREBLE ST
SOUTH BOSTON, MA 02127
",42.3294985,-71.05701356,"(42.329498499744204, -71.05701356290935)"
262001233,423,,ASSAULT - AGGRAVATED,B2,261,1,2026-01-05 20:36:00+00,2026,1,Monday   ,20,,BROOK AVE,42.32014709,-71.07368353,"(42.320147085138494, -71.07368353056468)"
262001241,619,,LARCENY ALL OTHERS,B2,298,0,2026-01-05 20:48:00+00,2026,1,Monday   ,20,,WALNUT AVE,42.32320851,-71.08433023,"(42.32320850693463, -71.08433022879801)"
262001240,1831,,SICK ASSIST,D4,619,0,2026-01-05 20:54:00+00,2026,1,Monday   ,20,,WESTLAND AVE,42.34376414,-71.0886692,"(42.34376414338544, -71.0886692005269)"
262001239,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,111,0,2026-01-05 20:57:00+00,2026,1,Monday   ,20,,WINTER PL,42.35565362,-71.06143305,"(42.35565362438804, -71.06143304885198)"
262001243,3115,,INVESTIGATE PERSON,E18,517,0,2026-01-05 21:00:00+00,2026,1,Monday   ,21,,WOODGLEN RD,42.24383924,-71.12160208,"(42.243839238465135, -71.12160207643946)"
262001477,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,2026-01-05 21:00:00+00,2026,1,Monday   ,21,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262001254,1831,,SICK ASSIST,C6,189,0,2026-01-05 21:09:00+00,2026,1,Monday   ,21,,DORCHESTER AVE,42.32294875,-71.05681812,"(42.32294875288708, -71.05681811597732)"
262001249,3115,,INVESTIGATE PERSON,C6,195,0,2026-01-05 21:19:00+00,2026,1,Monday   ,21,,TUCKERMAN ST,42.331506,-71.05446056,"(42.33150600064169, -71.05446056310424)"
262001245,2907,,VAL - OPERATING AFTER REV/SUSP.,B3,444,0,2026-01-05 21:25:00+00,2026,1,Monday   ,21,,BLUE HILL AVE,42.29576337,-71.08756067,"(42.295763369154415, -71.08756067038517)"
262001255,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,304,0,2026-01-05 21:33:00+00,2026,1,Monday   ,21,,WASHINGTON ST,42.31943923,-71.09467529,"(42.31943923438551, -71.09467528515927)"
262001250,2662,,BALLISTICS EVIDENCE/FOUND,B3,452,1,2026-01-05 21:57:00+00,2026,1,Monday   ,21,,"MERLIN ST & PARK ST
BOSTON, MA 02124
UNITED STATES",42.29504953,-71.07488062,"(42.29504952975335, -71.07488062372136)"
262001265,724,,AUTO THEFT,C11,355,0,2026-01-05 22:00:00+00,2026,1,Monday   ,22,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262001253,3114,,INVESTIGATE PROPERTY,B2,328,1,2026-01-05 22:04:00+00,2026,1,Monday   ,22,,INTERVALE ST,42.30942102,-71.07460088,"(42.30942101594655, -71.07460088161231)"
262001259,3115,,INVESTIGATE PERSON,A1,92,0,2026-01-05 23:06:00+00,2026,1,Monday   ,23,,COURT ST,42.35892231,-71.05835399,"(42.358922307659334, -71.05835398886556)"
262001260,801,,ASSAULT - SIMPLE,A1,122,0,2026-01-05 23:37:00+00,2026,1,Monday   ,23,,WASHINGTON ST,42.35000444,-71.06359101,"(42.350004444828166, -71.06359101074167)"
262001262,3801,,M/V ACCIDENT - OTHER,B3,463,0,2026-01-05 23:55:00+00,2026,1,Monday   ,23,,AMERICAN LEGION HWY,42.29708786,-71.09095611,"(42.2970878552755, -71.0909561141516)"
262001365,3115,,INVESTIGATE PERSON,D4,167,0,2026-01-06 00:00:00+00,2026,1,Tuesday  ,0,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262001381,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2026-01-06 00:00:00+00,2026,1,Tuesday  ,0,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262001436,3114,,INVESTIGATE PROPERTY,D4,167,0,2026-01-06 00:00:00+00,2026,1,Tuesday  ,0,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262001497,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2026-01-06 00:00:00+00,2026,1,Tuesday  ,0,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262001404,3115,,INVESTIGATE PERSON,D4,167,0,2026-01-06 00:00:00+00,2026,1,Tuesday  ,0,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262001397,3207,,PROPERTY - FOUND,C6,200,0,2026-01-06 00:00:00+00,2026,1,Tuesday  ,0,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262001267,801,,ASSAULT - SIMPLE,E18,487,0,2026-01-06 00:06:00+00,2026,1,Tuesday  ,0,,TRACTON AVE,42.26466887,-71.10605784,"(42.26466887495065, -71.10605784476148)"
262001264,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,300,0,2026-01-06 00:06:00+00,2026,1,Tuesday  ,0,,"VALE ST & THORNTON ST
ROXBURY, MA 02119
UNITED STA",42.32156261,-71.09348255,"(42.32156260666295, -71.09348254874081)"
262001272,3114,,INVESTIGATE PROPERTY,E13,569,0,2026-01-06 00:13:00+00,2026,1,Tuesday  ,0,,WASHINGTON ST,42.30307373,-71.11081925,"(42.3030737270609, -71.11081924912392)"
262001282,1831,,SICK ASSIST,B2,305,0,2026-01-06 00:25:00+00,2026,1,Tuesday  ,0,,"WALNUT AVE & MARTIN LUTHER KING JR BLVD
ROXBURY, M",42.31996754,-71.08859655,"(42.31996753592672, -71.08859655216267)"
262001269,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,424,0,2026-01-06 01:19:00+00,2026,1,Tuesday  ,1,,MAMELON CIR,42.27078973,-71.08965652,"(42.27078973306542, -71.08965652250915)"
262001273,3301,,VERBAL DISPUTE,A7,19,0,2026-01-06 01:45:00+00,2026,1,Tuesday  ,1,,BENNINGTON ST,42.37724587,-71.03259743,"(42.37724587074355, -71.03259742625903)"
262001270,2662,,BALLISTICS EVIDENCE/FOUND,C11,404,1,2026-01-06 01:56:00+00,2026,1,Tuesday  ,1,,DORCHESTER AVE,42.27919103,-71.06613971,"(42.27919103496657, -71.0661397068275)"
